age,gender,income_inr,city,employment_type,work_hours_per_day,commute_minutes,dinners_cooked_per_week,enjoy_cooking,cooking_skill_rating,cooking_challenges,dinner_time_hour,primary_cook,favorite_cuisines,meal_type_pref,non_veg_freq_per_week,dietary_goals,allergies,healthy_importance_rating,track_macros,orders_outside_per_week,spend_outside_per_meal_inr,willing_to_pay_mealkit_inr,payment_mode,priority_taste,priority_price,priority_nutrition,priority_ease_of_cooking,priority_time_to_prepare,priority_health,priority_time_savings,priority_convenience,priority_variety,priority_affordability,subscribe_try,delivery_pref,meals_per_week_subscription,desired_features,continue_service,refer_service,incentive_pref,healthy_brand_association,additional_needs
30,Non-binary,48565,Mumbai,Full-time,11,20,4,Yes,5,"Not cost-effective,Cleaning up,Waste of ingredients,No time",18.6,Alternates,"Italian,Asian,Thai,South Indian,Vegan",Non-Vegetarian,0,"Weight loss,Low-carb,Immune boost,Sustainable eating","Soy,Gluten",2,Never,0,289,350,Wallets,2,4,3,5,1,1,3,5,4,2,Definitely,Daily,4,"Cancel-anytime,Family plans,Loyalty points,No cleanup",Definitely,Definitely,Free meals,FreshMenu,Reusable packaging
29,Non-binary,81894,Delhi NCR,Consultant,12,38,5,Yes,5,"No ideas,No time,Portioning issues,Don't enjoy it,No skills",19.0,Self,"North Indian,Fusion,Continental,Thai,South Indian,Mexican",Vegan,3,"Sustainable eating,Weight loss,Diabetes-friendly,Low-calorie,High-protein,Gut health,Immune boost","Soy,Nuts,None",1,Occasionally,2,336,400,Wallets,5,1,2,4,3,3,5,2,4,1,Definitely,Weekly batch,2,"Customizable,No cleanup,Easy cooking,Cancel-anytime",Definitely,Definitely,Free meals,EatFit,More vegan options
33,Female,62924,Bangalore,Full-time,9,56,3,No,5,"Too tired,Waste of ingredients,No ideas,No time",19.6,Hired help,"Vegan,North Indian,Thai,Healthy Superfoods,Asian,Fusion,Chinese",Eggetarian,3,"Sustainable eating,High-protein,Diabetes-friendly,Gut health",Lactose,2,Regularly,6,148,250,UPI,3,1,4,5,2,4,2,1,5,3,Definitely,On-demand,1,"App-based tracking,Recipe variety,Loyalty points,Customizable,Nutrition labels",Definitely,Definitely,Free meals,FreshMenu,Calorie tracker
39,Prefer not to say,62550,Mumbai,Homemaker,12,15,3,Only on weekends,4,"No skills,Grocery hassle,Portioning issues,Cleaning up",19.8,Alternates,"Fusion,Vegan,North Indian,Continental,Italian",Eggetarian,7,"Quick meal-prep,Muscle gain,Gluten-free,Balanced meals,Low-calorie,High-protein",Nuts,5,Regularly,4,347,150,Wallets,5,2,1,3,4,2,3,4,1,5,Maybe,On-demand,3,"No cleanup,Customizable,Fast delivery,Recipe variety,Cancel-anytime",Maybe,No,Discounts,Subway,Calorie tracker
33,Female,62361,Hyderabad,Freelancer,8,37,0,Yes,5,"No time,Don't enjoy it,Not cost-effective,Cleaning up,No ideas",19.5,Partner,"Italian,Asian,Keto/High-protein,North Indian,Vegan",Non-Vegetarian,2,"Muscle gain,Gluten-free,High-protein,Gut health","None,Soy,Lactose",3,Occasionally,2,250,200,Wallets,4,3,1,2,5,5,2,4,3,1,Definitely,Daily,6,"Recipe variety,Nutrition labels,No cleanup,Family plans,Cancel-anytime,App-based tracking,Easy cooking,Fast delivery",Definitely,No,Discounts,Subway,More vegan options
29,Non-binary,117076,Pune,Full-time,11,41,5,Yes,1,"Too tired,Cleaning up,No skills,No ideas,Portioning issues,No time",20.8,Self,"Mexican,Continental,Asian,Fusion,Keto/High-protein,Chinese,Healthy Superfoods",Vegan,6,"Sustainable eating,Quick meal-prep,Low-carb,Diabetes-friendly","Lactose,None",3,Regularly,4,350,150,UPI,4,2,3,1,5,3,4,5,1,2,Unlikely,3x/week,5,"No cleanup,Nutrition labels,Easy cooking,App-based tracking,Cancel-anytime,Fast delivery,Customizable",Maybe,Maybe,Not important,None,Reusable packaging
27,Non-binary,63940,Mumbai,Homemaker,10,93,1,Yes,1,"Cleaning up,Not cost-effective,Too tired,No time,Portioning issues,No skills",21.1,Hired help,"Mexican,South Indian,Thai,Continental",Eggetarian,7,"High-protein,Gut health,Muscle gain,Balanced meals,Diabetes-friendly,Sustainable eating","Nuts,Gluten",4,Regularly,7,156,300,Debit Card,3,1,4,5,2,3,4,5,1,2,Unlikely,On-demand,5,"App-based tracking,Customizable,Cancel-anytime,No cleanup,Nutrition labels,Loyalty points,Fast delivery",Definitely,No,Not important,None,Calorie tracker
24,Prefer not to say,61212,Other,Part-time,10,53,3,Only on weekends,4,"No ideas,Grocery hassle,Waste of ingredients,Not cost-effective,No time",20.3,Alternates,"Vegan,Italian,Thai,Keto/High-protein,Mexican,Continental,North Indian",Vegan,6,"Balanced meals,Diabetes-friendly,Gut health,High-protein",Eggs,1,Never,5,387,300,Debit Card,4,5,1,3,2,4,2,3,5,1,Definitely,Weekly batch,6,"Nutrition labels,Cancel-anytime,Family plans,No cleanup,App-based tracking",Definitely,Maybe,Free meals,Subway,None
36,Male,110767,Delhi NCR,Consultant,10,7,5,Yes,4,"No skills,Too tired,Not cost-effective,Cleaning up,Don't enjoy it,Waste of ingredients,No ideas,No time",20.0,Partner,"Thai,Vegan,Continental,Asian",Vegan,0,"Low-carb,Immune boost,Weight loss,Gut health,Quick meal-prep","Lactose,Nuts",2,Occasionally,7,280,350,Wallets,1,5,4,2,3,5,4,1,2,3,Definitely,Weekly batch,6,"Family plans,Nutrition labels,Recipe variety,Loyalty points",Definitely,Maybe,Discounts,FreshMenu,Calorie tracker
37,Non-binary,71780,Bangalore,Student,3,59,4,Yes,3,"Grocery hassle,Cleaning up,Portioning issues,Too tired,No ideas,Not cost-effective,Waste of ingredients,No time",20.1,Alternates,"Continental,Healthy Superfoods,South Indian,North Indian,Italian,Thai,Mexican,Keto/High-protein",Vegan,4,"Gut health,High-protein,Sustainable eating,Immune boost,Gluten-free,Diabetes-friendly","Nuts,None,Eggs",3,Regularly,3,347,150,Cash,3,2,5,1,4,3,5,2,4,1,Maybe,3x/week,3,"Loyalty points,Cancel-anytime,Fast delivery,Family plans,No cleanup",Maybe,Maybe,Not important,FreshMenu,Reusable packaging
27,Female,184745,Hyderabad,Homemaker,7,22,4,Yes,1,"Waste of ingredients,Too tired,Grocery hassle,Don't enjoy it,No ideas",18.8,Alternates,"Mexican,South Indian,Keto/High-protein,North Indian,Fusion,Chinese",Non-Vegetarian,1,"Muscle gain,Low-calorie,Balanced meals,Weight loss,Diabetes-friendly,High-protein,Quick meal-prep","Soy,Eggs",4,Regularly,2,361,150,Wallets,2,3,4,1,5,4,3,1,5,2,Maybe,Daily,2,"Recipe variety,App-based tracking,Loyalty points,Customizable,Cancel-anytime,Fast delivery,Nutrition labels,Family plans",Definitely,Maybe,Discounts,Subway,Calorie tracker
36,Male,60483,Delhi NCR,Student,8,15,1,No,3,"No skills,No time,Grocery hassle,No ideas,Too tired",21.0,Alternates,"Italian,Continental,Asian,Keto/High-protein,Mexican,Healthy Superfoods,South Indian,Vegan",Eggetarian,0,"Low-carb,Diabetes-friendly,Immune boost,Weight loss,Gut health",Nuts,1,Occasionally,4,288,350,Cash,1,5,3,4,2,1,4,2,3,5,Maybe,On-demand,6,"Customizable,Nutrition labels,Family plans,App-based tracking,Fast delivery",Definitely,Definitely,Not important,None,Calorie tracker
27,Male,70349,Chennai,Consultant,9,19,2,Yes,3,"Too tired,Waste of ingredients,Portioning issues,No ideas,No skills,No time,Cleaning up,Grocery hassle",19.4,Parent,"Chinese,North Indian,Fusion,South Indian,Vegan,Continental",Vegan,7,"High-protein,Muscle gain,Immune boost,Quick meal-prep,Low-calorie","Gluten,Soy,Nuts",3,Occasionally,1,265,200,UPI,3,5,2,1,4,1,5,4,3,2,Definitely,On-demand,5,"Easy cooking,Fast delivery,Loyalty points,App-based tracking,Nutrition labels,Customizable",Definitely,Definitely,Free meals,EatFit,None
33,Female,100050,Chennai,Full-time,10,5,1,Only on weekends,4,"Not cost-effective,No ideas,Portioning issues,Cleaning up,Don't enjoy it,Grocery hassle,No time,Waste of ingredients",18.6,Partner,"Mexican,South Indian,Continental,Keto/High-protein,North Indian,Vegan,Asian",Mixed,0,"Immune boost,Quick meal-prep,Gut health,Low-carb,Gluten-free,Low-calorie,Balanced meals,Sustainable eating",Soy,2,Occasionally,6,187,200,Cash,5,1,4,3,2,4,2,1,5,3,Definitely,Weekly batch,1,"Customizable,Loyalty points,Recipe variety,App-based tracking,Easy cooking,Nutrition labels,Cancel-anytime,Fast delivery",Maybe,Definitely,Free meals,EatFit,Reusable packaging
27,Prefer not to say,73453,Mumbai,Freelancer,9,11,0,Yes,5,"Grocery hassle,Don't enjoy it,Too tired,Waste of ingredients,Portioning issues,Not cost-effective,No ideas,No skills",21.5,Partner,"Italian,Vegan,Healthy Superfoods,Mexican,Keto/High-protein,Fusion,Chinese",Vegetarian,1,"Weight loss,Gluten-free,Gut health,Low-calorie,Quick meal-prep","Lactose,None,Gluten",4,Regularly,6,275,150,Debit Card,2,1,5,4,3,2,3,1,5,4,Unlikely,Daily,7,"Cancel-anytime,Loyalty points,No cleanup,Customizable,Nutrition labels,Family plans,Fast delivery",Definitely,Definitely,Not important,EatFit,Calorie tracker
31,Female,60891,Mumbai,Freelancer,8,5,3,Only on weekends,4,"Too tired,Grocery hassle,Portioning issues,No ideas,Not cost-effective,Cleaning up,No skills,No time",20.3,Alternates,"Keto/High-protein,Vegan,Italian,Fusion,Chinese,South Indian",Non-Vegetarian,4,"Gut health,Diabetes-friendly,Immune boost,Muscle gain,Gluten-free,Sustainable eating",Nuts,5,Occasionally,6,233,400,Cash,4,1,3,5,2,4,2,1,3,5,Definitely,3x/week,3,"No cleanup,Nutrition labels,Family plans,Easy cooking,Cancel-anytime,Loyalty points",Definitely,Definitely,Not important,None,Calorie tracker
35,Prefer not to say,147690,Hyderabad,Student,8,6,6,Yes,3,"No time,Cleaning up,Grocery hassle,No skills,Not cost-effective,Too tired,Portioning issues,No ideas",20.4,Hired help,"Vegan,Healthy Superfoods,Chinese,Fusion,Thai,Keto/High-protein,South Indian,North Indian",Non-Vegetarian,2,"High-protein,Balanced meals,Weight loss,Gut health,Low-calorie,Sustainable eating,Diabetes-friendly,Immune boost",Eggs,3,Regularly,7,272,400,Credit Card,3,1,5,2,4,5,3,1,2,4,Unlikely,Daily,7,"No cleanup,Recipe variety,Loyalty points,Nutrition labels,App-based tracking,Easy cooking,Family plans,Fast delivery",Definitely,Definitely,Discounts,None,None
34,Male,82260,Delhi NCR,Part-time,10,99,4,Only on weekends,3,"No skills,Portioning issues,Grocery hassle,Not cost-effective,Waste of ingredients,No ideas,No time",20.1,Hired help,"Vegan,Mexican,Fusion,North Indian,Thai,Italian,South Indian,Asian",Vegan,1,"Diabetes-friendly,Muscle gain,Gut health,Weight loss","Lactose,Gluten,Eggs",4,Never,3,238,350,Wallets,1,2,5,4,3,1,5,4,3,2,Maybe,Daily,5,"Family plans,Recipe variety,Loyalty points,Customizable,Fast delivery",Definitely,Definitely,Free meals,Epigamia,More vegan options
32,Male,97634,Chennai,Student,11,12,4,Yes,3,"No skills,Grocery hassle,Not cost-effective,Too tired,Portioning issues,No time,Waste of ingredients,Don't enjoy it",21.0,Partner,"Vegan,Thai,Asian,Fusion,Italian,North Indian,Keto/High-protein",Vegan,2,"Weight loss,Immune boost,Quick meal-prep,Balanced meals","Eggs,Lactose,Nuts",2,Never,5,396,200,Wallets,5,2,1,3,4,5,3,1,4,2,Maybe,Daily,7,"Cancel-anytime,Loyalty points,Easy cooking,No cleanup,Fast delivery,Nutrition labels,Recipe variety,Family plans",Definitely,Maybe,Free meals,Subway,Calorie tracker
42,Female,76527,Chennai,Part-time,10,19,4,Yes,5,"Cleaning up,Waste of ingredients,Don't enjoy it,Too tired,No skills",19.7,Partner,"Keto/High-protein,Fusion,Continental,Thai,Italian",Non-Vegetarian,5,"Sustainable eating,Immune boost,Gluten-free,Low-calorie,Gut health,Muscle gain,Weight loss",None,5,Regularly,4,252,200,Cash,1,5,4,3,2,5,2,1,4,3,Maybe,3x/week,3,"Customizable,Family plans,No cleanup,App-based tracking,Loyalty points,Fast delivery,Nutrition labels",Definitely,Definitely,Not important,FreshMenu,Calorie tracker
19,Female,64827,Mumbai,Homemaker,7,73,5,No,3,"Too tired,Not cost-effective,Cleaning up,No time",20.7,Partner,"Fusion,Chinese,Vegan,Italian",Eggetarian,7,"Weight loss,Immune boost,Gluten-free,High-protein,Low-calorie,Balanced meals,Quick meal-prep","Eggs,None",5,Regularly,6,146,250,Cash,1,3,2,5,4,3,5,2,4,1,Maybe,3x/week,4,"Customizable,Easy cooking,Family plans,Loyalty points,Recipe variety",Definitely,Definitely,Not important,Epigamia,Calorie tracker
34,Non-binary,100541,Bangalore,Freelancer,10,5,4,No,2,"No ideas,Cleaning up,Don't enjoy it,Waste of ingredients",18.7,Alternates,"North Indian,Asian,Thai,Fusion,Continental",Vegan,0,"High-protein,Low-carb,Sustainable eating,Quick meal-prep,Muscle gain,Immune boost",Soy,5,Regularly,2,446,350,Cash,3,4,5,1,2,4,5,1,3,2,Definitely,On-demand,7,"App-based tracking,Easy cooking,No cleanup,Customizable,Family plans",Definitely,Maybe,Not important,None,More vegan options
39,Female,66311,Bangalore,Full-time,6,70,4,No,3,"Don't enjoy it,Portioning issues,Too tired,Cleaning up",21.4,Parent,"Healthy Superfoods,Keto/High-protein,South Indian,Continental,Asian,Mexican",Eggetarian,3,"Low-calorie,Quick meal-prep,Muscle gain,Balanced meals","Gluten,Lactose",1,Occasionally,1,322,350,UPI,2,3,5,4,1,2,4,3,5,1,Unlikely,On-demand,5,"App-based tracking,Family plans,Recipe variety,Cancel-anytime,Easy cooking,Customizable",Definitely,Maybe,Discounts,Subway,None
33,Non-binary,29997,Hyderabad,Freelancer,7,6,4,No,4,"No skills,Too tired,Portioning issues,Not cost-effective,No ideas",20.0,Alternates,"Asian,Continental,North Indian,South Indian",Non-Vegetarian,7,"Balanced meals,High-protein,Gut health,Low-calorie,Low-carb,Diabetes-friendly,Weight loss,Muscle gain",None,4,Never,6,303,350,Cash,5,1,4,2,3,1,2,3,4,5,Definitely,3x/week,5,"Nutrition labels,Fast delivery,Customizable,Loyalty points,App-based tracking",No,Definitely,Free meals,EatFit,Reusable packaging
29,Prefer not to say,102633,Bangalore,Student,7,61,4,No,5,"Waste of ingredients,Cleaning up,Grocery hassle,No skills,Not cost-effective,Portioning issues,Too tired,Don't enjoy it",19.9,Hired help,"Continental,Vegan,South Indian,Fusion,Healthy Superfoods",Vegan,4,"High-protein,Muscle gain,Low-calorie,Gut health,Quick meal-prep,Gluten-free","Soy,Eggs",4,Never,5,190,300,Wallets,1,4,5,2,3,4,2,3,1,5,Maybe,Weekly batch,5,"Nutrition labels,Family plans,Customizable,No cleanup,App-based tracking,Cancel-anytime,Recipe variety,Fast delivery",Definitely,Definitely,Free meals,Subway,Calorie tracker
35,Non-binary,122266,Hyderabad,Part-time,11,8,5,Only on weekends,2,"Too tired,Cleaning up,Waste of ingredients,No skills,No time",20.8,Self,"Healthy Superfoods,North Indian,Vegan,Fusion,Mexican,Asian,Thai",Mixed,7,"Low-calorie,Sustainable eating,Diabetes-friendly,Muscle gain,Immune boost,Low-carb,High-protein,Gut health",Lactose,5,Never,7,240,350,UPI,4,2,5,1,3,3,1,4,5,2,Maybe,Weekly batch,3,"Family plans,No cleanup,App-based tracking,Easy cooking,Loyalty points,Customizable,Fast delivery,Recipe variety",Definitely,Definitely,Free meals,Subway,Reusable packaging
41,Non-binary,83788,Bangalore,Homemaker,10,16,5,Only on weekends,5,"Portioning issues,Too tired,No ideas,Cleaning up,Waste of ingredients,No skills,Don't enjoy it",20.1,Partner,"Mexican,Asian,Vegan,Healthy Superfoods,Italian,Continental,Chinese",Mixed,4,"Quick meal-prep,Weight loss,Balanced meals,High-protein,Diabetes-friendly,Gut health,Muscle gain,Sustainable eating","None,Lactose",4,Never,4,382,250,Debit Card,3,5,1,2,4,3,2,5,1,4,Definitely,On-demand,7,"Easy cooking,Recipe variety,Family plans,Customizable,Fast delivery,App-based tracking,Cancel-anytime",Maybe,No,Free meals,None,None
32,Male,53190,Delhi NCR,Consultant,8,5,2,No,3,"Waste of ingredients,Don't enjoy it,Not cost-effective,Too tired,No skills,Cleaning up,No time",21.1,Partner,"Keto/High-protein,South Indian,Chinese,Asian,Continental,North Indian",Vegetarian,1,"Muscle gain,Weight loss,Gut health,Balanced meals,High-protein,Quick meal-prep,Diabetes-friendly","Gluten,Lactose,Soy",3,Regularly,4,409,300,Credit Card,2,1,4,5,3,4,5,3,2,1,Definitely,3x/week,5,"Cancel-anytime,Recipe variety,Family plans,No cleanup,Customizable,App-based tracking,Easy cooking,Nutrition labels",Definitely,Definitely,Free meals,FreshMenu,Reusable packaging
26,Female,105261,Bangalore,Full-time,10,9,5,Yes,4,"Cleaning up,Too tired,No time,Grocery hassle,No ideas,No skills",18.2,Alternates,"Continental,Chinese,Asian,Keto/High-protein,Vegan,South Indian,Healthy Superfoods",Vegetarian,6,"Muscle gain,Quick meal-prep,Low-calorie,Gut health,Immune boost","Gluten,Lactose",2,Regularly,1,370,400,Wallets,3,4,1,2,5,2,1,3,4,5,Unlikely,Weekly batch,3,"Cancel-anytime,Nutrition labels,Customizable,Loyalty points,Easy cooking",Definitely,Definitely,Free meals,Subway,None
31,Prefer not to say,86667,Mumbai,Full-time,5,30,1,Only on weekends,1,"Not cost-effective,No ideas,Too tired,Portioning issues,Don't enjoy it,Cleaning up,No time,Grocery hassle",21.6,Partner,"Mexican,Chinese,North Indian,Fusion,Keto/High-protein,Italian,Healthy Superfoods",Vegan,3,"Balanced meals,Gut health,Low-calorie,Gluten-free,Diabetes-friendly,Muscle gain,Immune boost",None,5,Occasionally,4,189,300,Debit Card,1,2,5,3,4,3,1,4,2,5,Definitely,3x/week,1,"App-based tracking,Cancel-anytime,No cleanup,Loyalty points",Maybe,Definitely,Free meals,Epigamia,Reusable packaging
21,Male,78242,Chennai,Student,9,13,3,Yes,5,"Not cost-effective,Too tired,No time,Waste of ingredients,Don't enjoy it,No ideas",20.0,Hired help,"Mexican,Keto/High-protein,Vegan,Thai",Vegan,7,"Quick meal-prep,Diabetes-friendly,Muscle gain,Gluten-free,Immune boost","Soy,Nuts,Gluten",1,Occasionally,7,389,250,Debit Card,4,1,3,2,5,1,3,4,5,2,Maybe,On-demand,2,"Cancel-anytime,Loyalty points,No cleanup,Family plans,App-based tracking,Fast delivery,Customizable,Recipe variety",Definitely,Definitely,Not important,Epigamia,More vegan options
23,Female,76161,Mumbai,Full-time,8,5,4,Only on weekends,4,"Cleaning up,Grocery hassle,No time,No ideas,No skills,Don't enjoy it,Not cost-effective,Too tired",20.4,Partner,"South Indian,Mexican,North Indian,Italian,Continental,Fusion,Asian",Vegetarian,4,"Weight loss,High-protein,Low-calorie,Gut health,Low-carb,Quick meal-prep,Immune boost,Gluten-free","Gluten,Eggs,Soy",2,Regularly,3,224,350,Credit Card,5,4,3,1,2,4,5,1,3,2,Maybe,Weekly batch,6,"Loyalty points,Cancel-anytime,Fast delivery,No cleanup,Family plans",No,Definitely,Free meals,EatFit,None
28,Non-binary,52370,Bangalore,Part-time,8,22,5,Yes,4,"Portioning issues,No time,Don't enjoy it,No ideas,Grocery hassle,Not cost-effective,No skills",21.0,Hired help,"Thai,Chinese,Fusion,Italian",Vegetarian,4,"Muscle gain,Immune boost,Quick meal-prep,Diabetes-friendly,High-protein,Weight loss,Low-carb,Gut health",Gluten,3,Occasionally,3,264,200,Debit Card,1,4,3,5,2,3,4,1,2,5,Maybe,Weekly batch,1,"Recipe variety,Easy cooking,Nutrition labels,App-based tracking,No cleanup,Fast delivery,Customizable,Loyalty points",No,Definitely,Discounts,None,More vegan options
29,Prefer not to say,57732,Bangalore,Consultant,8,5,4,Yes,1,"Not cost-effective,Don't enjoy it,No skills,Cleaning up,Too tired,No ideas,Waste of ingredients",20.4,Hired help,"Mexican,Healthy Superfoods,North Indian,Vegan",Eggetarian,4,"Balanced meals,Muscle gain,Immune boost,Diabetes-friendly",Soy,5,Regularly,6,217,400,Cash,5,2,1,3,4,4,3,5,1,2,Maybe,On-demand,3,"Customizable,Fast delivery,Loyalty points,Family plans,Cancel-anytime,Nutrition labels",Maybe,Definitely,Free meals,None,None
28,Prefer not to say,49544,Hyderabad,Part-time,11,5,5,Yes,1,"Cleaning up,No ideas,Grocery hassle,No time,Don't enjoy it",20.0,Self,"Mexican,Keto/High-protein,North Indian,Italian,Chinese,Vegan",Vegan,3,"Muscle gain,Immune boost,Low-calorie,Gut health,Sustainable eating","None,Gluten,Lactose",4,Occasionally,0,341,250,Credit Card,2,3,1,5,4,1,4,3,2,5,Unlikely,Daily,3,"Customizable,Recipe variety,Easy cooking,No cleanup,App-based tracking,Family plans,Nutrition labels",Definitely,Definitely,Free meals,None,More vegan options
39,Non-binary,112456,Delhi NCR,Part-time,8,27,3,Yes,5,"No time,Grocery hassle,Portioning issues,Not cost-effective,Cleaning up,Don't enjoy it",19.5,Partner,"Italian,Continental,Asian,South Indian,Fusion",Vegan,3,"Low-carb,Quick meal-prep,Diabetes-friendly,Balanced meals,Low-calorie,Sustainable eating,Gut health","Eggs,Gluten",2,Never,3,253,200,Debit Card,5,2,4,1,3,3,1,5,4,2,Definitely,3x/week,6,"Fast delivery,Recipe variety,Loyalty points,No cleanup",Definitely,No,Not important,Subway,Calorie tracker
30,Male,31857,Mumbai,Homemaker,6,12,4,No,2,"Waste of ingredients,No skills,Not cost-effective,Don't enjoy it",21.4,Alternates,"Keto/High-protein,Fusion,Italian,Asian,Continental,Chinese,Mexican",Non-Vegetarian,2,"Low-carb,Weight loss,Balanced meals,Gut health,Low-calorie","Gluten,None",2,Regularly,7,368,350,Wallets,4,2,5,3,1,5,4,3,2,1,Maybe,Daily,5,"Cancel-anytime,App-based tracking,Nutrition labels,Easy cooking",Definitely,Definitely,Not important,Epigamia,None
26,Male,80921,Bangalore,Consultant,10,15,2,Yes,1,"No ideas,Not cost-effective,Don't enjoy it,No time,Waste of ingredients,Grocery hassle,Portioning issues,Too tired",19.9,Alternates,"Continental,Keto/High-protein,Italian,Mexican,North Indian",Non-Vegetarian,7,"Immune boost,Low-carb,Sustainable eating,High-protein,Low-calorie,Diabetes-friendly,Gluten-free,Muscle gain","None,Lactose,Eggs",1,Never,5,223,150,Cash,5,2,4,3,1,2,3,4,1,5,Unlikely,3x/week,7,"Recipe variety,Family plans,Loyalty points,Fast delivery",Maybe,Definitely,Not important,FreshMenu,More vegan options
